GOOD,994165,Cross Country Express Shippers,M-Tell Wireless,FL,VA,-2,1,300,
GOOD,994167,Delagato's Express,Spirit Soda,CA,CA,0.3,350,,
GOOD,994168,Xpressway,Spirit Soda,CA,CA,-0.3,325,,
GOOD,994170,Xpressway,Spirit Soda,CA,CA,0,318,,
GOOD,994171,Airtight Shipping,Anova,AZ,UT,-0.7,1,150,
GOOD,994173,Delagato's Express,Spirit Soda,CA,CA,0.5,400,,
GOOD,994175,Greenway Carriers,Spirit Soda,CA,CA,-0.1,365,,
GOOD,994176,Xpressway,Spirit Soda,CA,CA,0.3,,,
GOOD,994177,Greenway Carriers,Spirit Soda,CA,CA,-0.6,375,,
GOOD,994178,Federal Amulgated,Spirit Soda,CA,CA,0.5,400,,
GOOD,994180,Greenway Carriers,Spirit Soda,CA,CA,0.2,450,,
GOOD,994182,Xpressway,Spirit Soda,CA,NV,-0.2,700,,
GOOD,994184,Greenway Carriers,Spirit Soda,CA,NV,0.1,580,,
GOOD,994185,Cross Country Express Shippers,Anova,CA,CA,-0.3,850,,
GOOD,994188,Xpressway,Spirit Soda,CA,CA,0,350,,
GOOD,994189,Greenway Carriers,Spirit Soda,CA,CA,0.3,318,,
GOOD,994190,Greenway Carriers,Spirit Soda,CA,CA,0.1,318,,
GOOD,994191,Greenway Carriers,Spirit Soda,CA,CA,0,318,,
GOOD,994192,Airtight Shipping,Spirit Soda,CA,CA,-0.5,325,,
GOOD,994195,Delagato's Express,Spirit Soda,CA,CA,0.2,400,,
GOOD,994196,Airtight Shipping,Spirit Soda,CA,CA,0,375,,
GOOD,994197,Federal Amulgated,Spirit Soda,CA,CA,0.5,450,,
GOOD,994199,Cross Country Express Shippers,Spirit Soda,CA,CA,0.9,450,,
GOOD,994202,Greenway Carriers,Anova,LA,TX,-1,600,,
GOOD,994204,Xpressway,Spirit Soda,CA,CA,-2.3,400,,
GOOD,994205,Greenway Carriers,Anova,LA,TX,-2,600,,
GOOD,994206,Xpressway,Spirit Soda,CA,CA,0.3,300,,
GOOD,994207,Greenway Carriers,M-Tell Wireless,FL,SC,0,725,,
GOOD,994208,Cross Country Express Shippers,Spirit Soda,WA,OR,0.5,575,,
GOOD,994209,Greenway Carriers,Spirit Soda,CA,CA,-0.5,318,,
GOOD,994212,Delagato's Express,Anova,OK,TX,0,500,,
GOOD,994213,Federal Amulgated,Anova,TX,TX,0.7,600,,
GOOD,994215,Federal Amulgated,Spirit Soda,CA,CA,-0.3,318,,
GOOD,994218,Cross Country Express Shippers,Spirit Soda,CA,CA,0.9,390,,
GOOD,994220,Greenway Carriers,Spirit Soda,CA,CA,0.8,300,,
GOOD,994221,Airtight Shipping,Spirit Soda,CA,CA,0.5,300,,
GOOD,994224,Cross Country Express Shippers,Anova,TX,KS,0.3,1,150,
GOOD,994225,Delagato's Express,M-Tell Wireless,NC,NJ,0.6,900,,
GOOD,994226,Xpressway,Anova,AZ,UT,0.5,1,250,
GOOD,994227,Airtight Shipping,Cathay Air,MI,CA,0.1,2,900,
GOOD,994228,Greenway Carriers,Cathay Air,MI,CA,0,2,900,
GOOD,994229,Greenway Carriers,Cathay Air,MI,CA,-0.3,2,800,
GOOD,994230,Cross Country Express Shippers,Cathay Air,MI,CA,0,2,960,
GOOD,994231,Cross Country Express Shippers,Cathay Air,MI,CA,0,2,960,
GOOD,994232,Delagato's Express,Anova,AZ,UT,0.1,1,75,
GOOD,994236,Federal Amulgated,Anova,VA,PA,-0.8,600,,
GOOD,994237,Cross Country Express Shippers,Spirit Soda,CA,AZ,0.7,800,,
GOOD,994238,Delagato's Express,Accent on Style,CA,TN,-4.4,3,400,-264
GOOD,994239,Airtight Shipping,Accent on Style,OK,KY,-3.1,1,105,-186
GOOD,994241,Federal Amulgated,Accent on Style,MD,TN,0.6,580,,36
GOOD,994243,Xpressway,Accent on Style,MI,TN,0.3,255,,18
GOOD,994245,Greenway Carriers,Accent on Style,IA,TN,0.6,99,,36
GOOD,994246,Greenway Carriers,Accent on Style,PA,TN,0,159,,0
GOOD,994247,Greenway Carriers,Accent on Style,UT,TN,-1.8,234,,-108
GOOD,994250,Delagato's Express,Accent on Style,NY,TN,0.1,86,,6
GOOD,994251,Federal Amulgated,Accent on Style,FL,TN,0.5,487,,30
GOOD,994254,Greenway Carriers,Firebright,PA,PA,0,415,,
GOOD,994255,Airtight Shipping,M-Tell Wireless,NY,FL,-3.5,1,725,
GOOD,994257,Xpressway,Spirit Soda,CA,CA,0.8,318,,
GOOD,994259,Federal Amulgated,Spirit Soda,CA,CA,0,318,,
GOOD,994263,Xpressway,Spirit Soda,CA,CA,0.5,450,,
GOOD,994266,Delagato's Express,Spirit Soda,TX,TX,-0.5,400,,
GOOD,994267,Xpressway,Spirit Soda,TX,TX,0.3,400,,
GOOD,994268,Greenway Carriers,Spirit Soda,TX,TX,-0.3,350,,
GOOD,994269,Greenway Carriers,Spirit Soda,TX,TX,-1.5,360,,
GOOD,994270,Delagato's Express,Spirit Soda,CA,CA,0.5,400,,
GOOD,994272,Xpressway,Accent on Style,OR,TN,0,3,100,0
GOOD,994273,Greenway Carriers,Calexico,CA,WA,-1.5,1,850,
GOOD,994276,Xpressway,M-Tell Wireless,FL,SC,0.5,750,,
GOOD,994277,Greenway Carriers,Koncept,TX,WA,-0.1,882,,
GOOD,994281,Greenway Carriers,Spirit Soda,CA,CA,0,318,,
GOOD,994285,Greenway Carriers,Spirit Soda,CA,CA,-0.7,325,,
GOOD,994288,Cross Country Express Shippers,Spirit Soda,CA,CA,0.4,400,,
GOOD,994290,Airtight Shipping,Spirit Soda,CA,CA,0.5,150,,
GOOD,994291,Cross Country Express Shippers,Spirit Soda,WA,OR,0.3,350,,
GOOD,994293,Xpressway,Accent on Style,MO,KY,-1.5,600,,-90
GOOD,994294,Greenway Carriers,Accent on Style,MD,TN,0.6,215,,36
GOOD,994298,Cross Country Express Shippers,Anova,GA,GA,0.8,325,,
GOOD,994299,Xpressway,Anova,CA,CA,0.2,150,,
GOOD,994300,Airtight Shipping,Spirit Soda,CA,CA,0.3,400,,
GOOD,994301,Greenway Carriers,Spirit Soda,CA,CA,0,400,,
GOOD,994303,Airtight Shipping,Spirit Soda,CA,CA,0,450,,
GOOD,994304,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.2,450,,
GOOD,994305,Federal Amulgated,Spirit Soda,CA,CA,0,450,,
GOOD,994306,Cross Country Express Shippers,Spirit Soda,CA,CA,0.5,450,,
GOOD,994308,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.5,325,,
GOOD,994309,Greenway Carriers,Spirit Soda,CA,CA,0.7,460,,
GOOD,994313,Airtight Shipping,Anova,GA,GA,-1.4,415,,
GOOD,994314,Xpressway,Anova,GA,GA,0.8,375,,
GOOD,994316,Cross Country Express Shippers,Anova,ID,UT,0.3,500,,
GOOD,994319,Cross Country Express Shippers,Spirit Soda,CA,CA,-2,430,,
GOOD,994321,Airtight Shipping,Spirit Soda,CA,CA,-2,450,,
GOOD,994324,Delagato's Express,Anova,PA,PA,-1.3,300,,
GOOD,994325,Greenway Carriers,Anova,CT,PA,0.8,440,,
GOOD,994326,Airtight Shipping,Spirit Soda,WA,OR,-1,360,,
GOOD,994329,Delagato's Express,Spirit Soda,WA,OR,-0.5,475,,
GOOD,994331,Greenway Carriers,Anova,CA,CA,-23.7,880,,
GOOD,994334,Xpressway,Cathay Air,MI,CA,-1.6,2,900,
GOOD,994336,Delagato's Express,Cathay Air,MI,CA,0,2,925,
GOOD,994337,Xpressway,Cathay Air,MI,CA,0,2,800,
GOOD,994338,Greenway Carriers,Cathay Air,MI,CA,-24,2,850,
GOOD,994343,Xpressway,Spirit Soda,CA,CA,0.3,475,,
GOOD,994344,Greenway Carriers,Spirit Soda,CA,CA,-0.3,445,,
GOOD,994345,Xpressway,Spirit Soda,CA,CA,0.5,350,,
GOOD,994347,Greenway Carriers,Spirit Soda,CA,CA,0,390,,
GOOD,994349,Airtight Shipping,Spirit Soda,CA,CA,0,450,,
GOOD,994353,Airtight Shipping,Accent on Style,NC,TN,0.5,637,,30
GOOD,994354,Xpressway,Accent on Style,OH,TN,0.5,210,,30
GOOD,994355,Xpressway,Accent on Style,MO,TN,-0.3,191,,-18
GOOD,994357,Xpressway,Accent on Style,NJ,TN,0.5,360,,30
GOOD,994359,Greenway Carriers,Accent on Style,WA,TN,-0.5,356,,-30
GOOD,994362,Greenway Carriers,Anova,CA,CA,0,845,,
GOOD,994365,Airtight Shipping,Spirit Soda,CA,CA,0,300,,
GOOD,994367,Greenway Carriers,Spirit Soda,CA,CA,0.5,300,,
GOOD,994368,Cross Country Express Shippers,Spirit Soda,CA,CA,0.5,300,,
GOOD,994369,Greenway Carriers,Spirit Soda,CA,CA,0.3,,,
GOOD,994371,Greenway Carriers,Spirit Soda,CA,CA,0,350,,
GOOD,994374,Greenway Carriers,Spirit Soda,CA,CA,-0.9,390,,
GOOD,994375,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.5,460,,
GOOD,994378,Cross Country Express Shippers,Spirit Soda,CA,CA,0.1,318,,
GOOD,994381,Federal Amulgated,Spirit Soda,WA,OR,0.8,390,,
GOOD,994382,Greenway Carriers,Anova,TX,CO,-0.3,950,,
GOOD,994385,Xpressway,Spirit Soda,CA,CA,0.5,450,,
GOOD,994386,Xpressway,Spirit Soda,CA,CA,-1.3,430,,
GOOD,994387,Delagato's Express,Spirit Soda,CA,CA,0,325,,
GOOD,994388,Delagato's Express,Spirit Soda,CA,CA,-0.5,318,,
GOOD,994390,Airtight Shipping,Spirit Soda,CA,CA,-1,390,,
GOOD,994392,Greenway Carriers,Spirit Soda,CA,CA,0.6,475,,
GOOD,994393,Greenway Carriers,Anova,TX,TX,-2,620,,
GOOD,994396,Xpressway,Anova,ID,UT,-0.1,620,,
GOOD,994397,Cross Country Express Shippers,Spirit Soda,CA,CA,0.5,450,,
GOOD,994398,Airtight Shipping,Spirit Soda,CA,CA,-0.7,450,,
GOOD,994399,Greenway Carriers,Spirit Soda,CA,CA,0,450,,
GOOD,994400,Federal Amulgated,Spirit Soda,CA,CA,0.1,542,,
GOOD,994401,Delagato's Express,Anova,AZ,UT,-0.2,1,150,
GOOD,994404,Greenway Carriers,Anova,NE,KS,0.8,525,,
GOOD,994407,Airtight Shipping,Spirit Soda,CA,CA,0,490,,
GOOD,994409,Cross Country Express Shippers,Spirit Soda,CA,CA,-3.9,450,,
GOOD,994412,Greenway Carriers,Anova,AZ,UT,0.7,850,,
GOOD,994413,Cross Country Express Shippers,Spirit Soda,CA,CA,0.2,318,,
GOOD,994414,Xpressway,Spirit Soda,CA,CA,0.3,318,,
GOOD,994415,Delagato's Express,Spirit Soda,CA,CA,-0.3,325,,
GOOD,994418,Cross Country Express Shippers,Spirit Soda,CA,CA,0.3,450,,
GOOD,994419,Federal Amulgated,Cathay Air,MI,CA,-0.2,2,960,
GOOD,994421,Xpressway,Cathay Air,MI,CA,0.3,2,925,
GOOD,994423,Xpressway,Cathay Air,MI,CA,-4.3,2,960,
GOOD,994424,Federal Amulgated,Cathay Air,MI,CA,0,2,960,
GOOD,994425,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.5,445,,
GOOD,994426,Greenway Carriers,Spirit Soda,CA,CA,-0.2,450,,
GOOD,994427,Cross Country Express Shippers,Spirit Soda,CA,CA,-2,450,,
GOOD,994428,Airtight Shipping,Spirit Soda,CA,CA,-0.9,450,,
GOOD,994432,Greenway Carriers,Spirit Soda,CA,CA,0.3,450,,
GOOD,994433,Xpressway,Spirit Soda,CA,CA,0,325,,
GOOD,994434,Federal Amulgated,Spirit Soda,CA,CA,-0.7,325,,
GOOD,994436,Xpressway,Firebright,KY,IL,0.3,650,,
GOOD,994438,Greenway Carriers,Firebright,KY,IL,0,650,,
GOOD,994441,Greenway Carriers,Spirit Soda,CA,CA,0.5,325,,
GOOD,994442,Xpressway,Spirit Soda,CA,CA,-2.8,463,,
GOOD,994443,Greenway Carriers,Spirit Soda,CA,CA,0,400,,
GOOD,994448,Federal Amulgated,Accent on Style,IL,TN,0,308,,0
GOOD,994449,Cross Country Express Shippers,Spirit Soda,CA,CA,0.5,425,,
GOOD,994451,Airtight Shipping,Spirit Soda,CA,CA,-1,428,,
GOOD,994453,Delagato's Express,Spirit Soda,CA,CA,-3.2,450,,
GOOD,994454,Delagato's Express,Spirit Soda,CA,CA,0.3,450,,
GOOD,994455,Federal Amulgated,Spirit Soda,CA,CA,0,390,,
GOOD,994456,Xpressway,Spirit Soda,CA,CA,0,450,,
GOOD,994460,Cross Country Express Shippers,Spirit Soda,CA,CA,-1.5,525,,
GOOD,994462,Greenway Carriers,Spirit Soda,CA,CA,-24,525,,
GOOD,994463,Cross Country Express Shippers,Spirit Soda,CA,CA,0,563,,
GOOD,994464,Xpressway,Anova,OK,TX,0.5,600,,
GOOD,994465,Greenway Carriers,Anova,AZ,KS,0,1,480,
GOOD,994467,Federal Amulgated,Spirit Soda,CA,WA,0.5,2,400,
GOOD,994468,Greenway Carriers,Spirit Soda,CA,CA,0.8,708,,
GOOD,994469,Cross Country Express Shippers,Wayerhouse,WA,MN,-2.8,2,286,
GOOD,994470,Federal Amulgated,Accent on Style,NY,TN,-0.7,163,,-42
GOOD,994471,Cross Country Express Shippers,Anova,CA,CA,0.3,775,,
GOOD,994472,Airtight Shipping,Spirit Soda,CA,CA,0.5,460,,
GOOD,994474,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.5,450,,
GOOD,994475,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.2,460,,
GOOD,994477,Xpressway,Spirit Soda,CA,CA,-0.5,450,,
GOOD,994478,Delagato's Express,Spirit Soda,CA,CA,-0.3,400,,
GOOD,994479,Federal Amulgated,Spirit Soda,CA,CA,0.1,500,,
GOOD,994481,Federal Amulgated,Spirit Soda,CA,CA,-0.3,540,,
GOOD,994482,Xpressway,Spirit Soda,WA,OR,0.3,400,,
GOOD,994483,Airtight Shipping,Spirit Soda,WA,WA,0.5,550,,
GOOD,994486,Airtight Shipping,Spirit Soda,CA,CA,0.7,450,,
GOOD,994487,Airtight Shipping,Spirit Soda,CA,CA,-2,450,,
GOOD,994490,Federal Amulgated,Spirit Soda,CA,CA,0,450,,
GOOD,994492,Delagato's Express,Spirit Soda,CA,CA,-0.1,318,,
GOOD,994493,Cross Country Express Shippers,Spirit Soda,CA,CA,0.3,390,,
GOOD,994495,Federal Amulgated,Anova,MN,KS,0.5,1,225,
GOOD,994498,Cross Country Express Shippers,Spirit Soda,CA,AZ,0,850,,
GOOD,994501,Xpressway,Accent on Style,PA,TN,0,251,,0
GOOD,994503,Federal Amulgated,Cathay Air,MI,CA,0.6,3,210,
GOOD,994505,Delagato's Express,Cathay Air,MI,CA,-0.2,2,900,
GOOD,994506,Xpressway,Anova,OK,TX,0,635,,
GOOD,994509,Greenway Carriers,Spirit Soda,CA,CA,0.3,475,,
GOOD,994510,Xpressway,Spirit Soda,CA,CA,-3.5,475,,
GOOD,994511,Delagato's Express,Spirit Soda,CA,CA,-5,475,,
GOOD,994512,Federal Amulgated,Spirit Soda,CA,CA,0,475,,
GOOD,994513,Greenway Carriers,Spirit Soda,CA,CA,-0.3,555,,
GOOD,994514,Xpressway,Spirit Soda,CA,CA,0.9,500,,
GOOD,994517,Greenway Carriers,Spirit Soda,CA,CA,0.8,450,,
GOOD,994520,Federal Amulgated,Spirit Soda,CA,CA,-5.3,575,,
GOOD,994521,Xpressway,Anova,CA,CA,0,800,,
GOOD,994523,Greenway Carriers,Spirit Soda,CA,CA,-3.2,600,,
GOOD,994526,Cross Country Express Shippers,Spirit Soda,CA,CA,0,475,,
GOOD,994527,Airtight Shipping,Firebright,KY,OH,0.3,485,,
GOOD,994529,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.3,675,,
GOOD,994530,Greenway Carriers,Spirit Soda,CA,CA,-5,725,,
GOOD,994531,Greenway Carriers,Spirit Soda,CA,CA,0.5,318,,
GOOD,994532,Greenway Carriers,Spirit Soda,CA,CA,0,400,,
GOOD,994534,Xpressway,Spirit Soda,CA,CA,0.3,450,,
GOOD,994535,Cross Country Express Shippers,Spirit Soda,CA,CA,0,450,,
GOOD,994537,Greenway Carriers,Spirit Soda,CA,CA,0,325,,
GOOD,994538,Federal Amulgated,Spirit Soda,CA,CA,-3.5,325,,
GOOD,994540,Cross Country Express Shippers,Spirit Soda,CA,OR,0.5,2,50,
GOOD,994542,Xpressway,Spirit Soda,CA,CA,-0.1,390,,
GOOD,994543,Cross Country Express Shippers,Spirit Soda,CA,CA,0,400,,
GOOD,994544,Cross Country Express Shippers,Spirit Soda,CA,CA,-4.5,450,,
GOOD,994545,Airtight Shipping,Spirit Soda,CA,CA,0,515,,
GOOD,994546,Greenway Carriers,Spirit Soda,CA,CA,0.5,450,,
GOOD,994550,Airtight Shipping,Spirit Soda,CA,CA,0.5,475,,
GOOD,994552,Greenway Carriers,Spirit Soda,CA,CA,0.3,490,,
GOOD,994554,Xpressway,Spirit Soda,CA,CA,-4.9,375,,
GOOD,994558,Greenway Carriers,Spirit Soda,CA,CA,-0.8,450,,
GOOD,994560,Airtight Shipping,Spirit Soda,CA,CA,0.1,450,,
GOOD,994562,Delagato's Express,Spirit Soda,CA,CA,0.5,318,,
GOOD,994563,Cross Country Express Shippers,Spirit Soda,CA,CA,0.2,318,,
GOOD,994564,Cross Country Express Shippers,Spirit Soda,CA,CA,-1.3,400,,
GOOD,994565,Greenway Carriers,Spirit Soda,CA,CA,0,400,,
GOOD,994566,Cross Country Express Shippers,Spirit Soda,CA,CA,-5.3,450,,
GOOD,994568,Xpressway,Spirit Soda,CA,CA,0.5,450,,
GOOD,994569,Greenway Carriers,Spirit Soda,CA,CA,0.3,300,,
GOOD,994570,Greenway Carriers,Anova,KY,OH,0.1,450,,
GOOD,994571,Delagato's Express,Anova,NE,KS,0,525,,
GOOD,994572,Federal Amulgated,Cathay Air,MI,CA,-1.3,2,960,
GOOD,994573,Greenway Carriers,Cathay Air,MI,CA,0.3,2,900,
GOOD,994574,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.8,340,,
GOOD,994576,Airtight Shipping,Spirit Soda,CA,CA,-1.5,350,,
GOOD,994577,Delagato's Express,Spirit Soda,CA,CA,0.5,350,,
GOOD,994579,Federal Amulgated,Spirit Soda,CA,CA,-1.2,350,,
GOOD,994580,Federal Amulgated,Spirit Soda,CA,CA,-1,410,,
GOOD,994581,Cross Country Express Shippers,Spirit Soda,CA,CA,0.8,400,,
GOOD,994583,Greenway Carriers,M-Tell Wireless,FL,IN,0.7,1,275,
GOOD,994584,Greenway Carriers,Spirit Soda,CA,AZ,0.1,850,,
GOOD,994585,Xpressway,Spirit Soda,CA,CA,0.6,450,,
GOOD,994586,Federal Amulgated,Spirit Soda,CA,CA,0.8,450,,
GOOD,994587,Greenway Carriers,Spirit Soda,CA,CA,0.2,450,,
GOOD,994588,Xpressway,Spirit Soda,CA,CA,0.3,350,,
GOOD,994592,Airtight Shipping,Spirit Soda,CA,OR,-1.8,2,0,
GOOD,994593,Federal Amulgated,Spirit Soda,CA,CA,0.5,500,,
GOOD,994596,Xpressway,Spirit Soda,CA,CA,-0.3,475,,
GOOD,994597,Xpressway,Spirit Soda,CA,CA,0.7,555,,
GOOD,994598,Xpressway,Spirit Soda,CA,CA,-1.3,500,,
GOOD,994599,Greenway Carriers,Spirit Soda,CA,CA,-3,500,,
GOOD,994600,Delagato's Express,Spirit Soda,TX,TX,0,375,,
GOOD,994605,Greenway Carriers,Spirit Soda,CA,CA,0.4,350,,
GOOD,994606,Greenway Carriers,Spirit Soda,CA,CA,0.4,350,,
GOOD,994607,Xpressway,Spirit Soda,CA,CA,-1,350,,
GOOD,994611,Greenway Carriers,Spirit Soda,CA,CA,-3,350,,
GOOD,994612,Greenway Carriers,Spirit Soda,CA,CA,-1,350,,
GOOD,994613,Airtight Shipping,Spirit Soda,CA,TX,-4,1,913,
GOOD,994615,Greenway Carriers,Spirit Soda,CA,CA,0.2,225,,
GOOD,994616,Greenway Carriers,Spirit Soda,CA,CA,0.3,225,,
GOOD,994617,Federal Amulgated,Spirit Soda,CA,CA,0.5,225,,
GOOD,994618,Cross Country Express Shippers,Spirit Soda,CA,CA,0.5,325,,
GOOD,994619,Delagato's Express,Spirit Soda,CA,CA,0,690,,
GOOD,994620,Cross Country Express Shippers,Spirit Soda,CA,CA,-1.5,550,,
GOOD,994621,Xpressway,Spirit Soda,CA,AZ,0,800,,
GOOD,994623,Greenway Carriers,Anova,NE,KS,0.8,525,,
GOOD,994624,Greenway Carriers,Anova,TX,TX,0.3,550,,
GOOD,994627,Airtight Shipping,Spirit Soda,CA,CA,0.5,450,,
GOOD,994628,Cross Country Express Shippers,Spirit Soda,CA,CA,0.3,450,,
GOOD,994629,Greenway Carriers,Spirit Soda,CA,CA,-0.6,200,,
GOOD,994632,Greenway Carriers,Spirit Soda,CA,CA,0,450,,
GOOD,994633,Greenway Carriers,Spirit Soda,CA,CA,0,350,,
GOOD,994634,Federal Amulgated,Spirit Soda,CA,CA,-4.3,390,,
GOOD,994635,Cross Country Express Shippers,Spirit Soda,CA,CA,0,350,,
GOOD,994637,Cross Country Express Shippers,Spirit Soda,CA,CA,-1.9,225,,
GOOD,994643,Greenway Carriers,Spirit Soda,CA,AZ,0.5,730,,
GOOD,994645,Delagato's Express,M-Tell Wireless,NY,OR,0,4,0,
GOOD,994646,Federal Amulgated,Spirit Soda,CA,CA,0,450,,
GOOD,994647,Greenway Carriers,Spirit Soda,CA,CA,-0.5,450,,
GOOD,994648,Greenway Carriers,Spirit Soda,CA,CA,0.6,450,,
GOOD,994651,Greenway Carriers,Spirit Soda,CA,CA,0,200,,
GOOD,994652,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.7,200,,
GOOD,994653,Cross Country Express Shippers,Spirit Soda,CA,CA,-1,200,,
GOOD,994656,Xpressway,Spirit Soda,CA,CA,0.8,400,,
GOOD,994658,Delagato's Express,Spirit Soda,CA,CA,0.5,318,,
GOOD,994659,Airtight Shipping,Spirit Soda,CA,CA,0.5,200,,
GOOD,994661,Delagato's Express,Spirit Soda,CA,CA,0.8,255,,
GOOD,994662,Airtight Shipping,Spirit Soda,CA,CA,-0.3,500,,
GOOD,994663,Federal Amulgated,Spirit Soda,CA,CA,0,475,,
GOOD,994665,Airtight Shipping,Accent on Style,CA,KY,0,519,,0
GOOD,994667,Greenway Carriers,Cathay Air,MI,CA,0,2,900,
GOOD,994670,Federal Amulgated,Spirit Soda,CA,CA,-1.9,300,,
GOOD,994672,Delagato's Express,Spirit Soda,CA,CA,0,475,,
GOOD,994676,Cross Country Express Shippers,M-Tell Wireless,NY,FL,-1.5,1,850,
GOOD,994679,Xpressway,Spirit Soda,CA,CA,-1.5,350,,
GOOD,994681,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.7,325,,
GOOD,994682,Greenway Carriers,Spirit Soda,CA,CA,0.5,450,,
GOOD,994683,Greenway Carriers,Spirit Soda,CA,CA,-1,450,,
GOOD,994685,Cross Country Express Shippers,Spirit Soda,CA,CA,-1.3,500,,
GOOD,994686,Greenway Carriers,Spirit Soda,CA,CA,0.2,475,,
GOOD,994688,Federal Amulgated,Spirit Soda,CA,CA,0.5,450,,
GOOD,994689,Airtight Shipping,Spirit Soda,CA,CA,0.3,500,,
GOOD,994696,Airtight Shipping,M-Tell Wireless,TN,SC,-0.5,650,,
GOOD,994697,Xpressway,Spirit Soda,CA,CA,0.3,350,,
GOOD,994700,Greenway Carriers,Spirit Soda,CA,CA,0,450,,
GOOD,994701,Federal Amulgated,Spirit Soda,CA,CA,0.9,390,,
GOOD,994703,Greenway Carriers,Spirit Soda,CA,CA,0.3,225,,
GOOD,994704,Greenway Carriers,Spirit Soda,CA,CA,0.5,225,,
GOOD,994706,Delagato's Express,Spirit Soda,CA,CA,0.8,225,,
GOOD,994708,Cross Country Express Shippers,Spirit Soda,CA,CA,0.5,425,,
GOOD,994710,Xpressway,Spirit Soda,CA,CA,0,300,,
GOOD,994712,Xpressway,Spirit Soda,CA,CA,0.3,200,,
GOOD,994714,Airtight Shipping,Spirit Soda,CA,CA,0,350,,
GOOD,994715,Delagato's Express,Accent on Style,CA,CA,0.5,570,,30
GOOD,994716,Federal Amulgated,Accent on Style,CA,TN,-2.5,886,,-150
GOOD,994717,Greenway Carriers,Anova,AZ,UT,-0.1,1,125,
GOOD,994718,Greenway Carriers,Anova,AZ,UT,-0.8,1,150,
GOOD,994720,Airtight Shipping,Spirit Soda,TX,TX,0,375,,
GOOD,994721,Xpressway,Spirit Soda,CA,OR,0.8,2,0,
GOOD,994722,Greenway Carriers,Firebright,OR,WA,-0.3,300,,
GOOD,994724,Greenway Carriers,Spirit Soda,CA,CA,-1.5,375,,
GOOD,994727,Cross Country Express Shippers,Spirit Soda,CA,CA,0.5,450,,
GOOD,994728,Greenway Carriers,Spirit Soda,CA,CA,0.2,450,,
GOOD,994730,Greenway Carriers,Spirit Soda,CA,CA,0.1,400,,
GOOD,994733,Xpressway,Spirit Soda,CA,AZ,0.5,800,,
GOOD,994735,Cross Country Express Shippers,Spirit Soda,CA,CA,0,200,,
GOOD,994736,Federal Amulgated,Spirit Soda,CA,CA,0.3,225,,
GOOD,994737,Xpressway,Spirit Soda,CA,CA,-4,200,,
GOOD,994738,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.1,200,,
GOOD,994741,Xpressway,Spirit Soda,CA,CA,0.5,225,,
GOOD,994742,Xpressway,Spirit Soda,CA,CA,0.2,200,,
GOOD,994746,Xpressway,Anova,AL,GA,-3.3,550,,
GOOD,994747,Greenway Carriers,Anova,ID,UT,0,500,,
GOOD,994748,Cross Country Express Shippers,Anova,NM,CO,0,825,,
GOOD,994749,Xpressway,Anova,WA,WA,-0.3,575,,
GOOD,994750,Xpressway,Spirit Soda,WA,OR,0.8,450,,
GOOD,994752,Greenway Carriers,Spirit Soda,CA,CA,0,350,,
GOOD,994755,Xpressway,Spirit Soda,CA,CA,0,450,,
GOOD,994757,Delagato's Express,Spirit Soda,CA,CA,0.5,200,,
GOOD,994758,Xpressway,Spirit Soda,CA,CA,0.8,200,,
GOOD,994760,Xpressway,Spirit Soda,CA,CA,0,500,,
GOOD,994762,Cross Country Express Shippers,Spirit Soda,CA,CA,-0.3,525,,
GOOD,994763,Xpressway,Anova,WA,WA,0,575,,
GOOD,994764,Airtight Shipping,Anova,TN,VT,0,2,311,
GOOD,994765,Federal Amulgated,Viktoria's,AR,WI,0,1,35,
GOOD,994766,Cross Country Express Shippers,Anova,NM,CO,0.7,865,,
GOOD,994769,Greenway Carriers,Firebright,OR,WA,0,362,,
GOOD,994770,Delagato's Express,Anova,CA,CA,0.5,300,,
GOOD,994771,Airtight Shipping,Firebright,OR,OR,0,250,,
GOOD,994772,Cross Country Express Shippers,Firebright,WA,WA,-0.5,285,,
GOOD,994773,Airtight Shipping,Firebright,WA,WA,-1.9,250,,
GOOD,994774,Federal Amulgated,Firebright,WA,WA,-2.3,250,,
GOOD,994776,Federal Amulgated,Firebright,OR,WA,0.3,435,,
GOOD,994777,Delagato's Express,Anova,TX,TX,0.3,550,,
GOOD,994781,Greenway Carriers,Spirit Soda,CA,CA,0.8,562,,
GOOD,994782,Xpressway,Spirit Soda,CA,CA,0.5,500,,
GOOD,994783,Delagato's Express,Spirit Soda,CA,CA,0.5,475,,
GOOD,994784,Federal Amulgated,Spirit Soda,CA,CA,0.7,775,,
GOOD,994786,Greenway Carriers,Spirit Soda,CA,CA,0.5,460,,
GOOD,994787,Airtight Shipping,Spirit Soda,CA,CA,-1,475,,
GOOD,994788,Greenway Carriers,Spirit Soda,CA,CA,0.5,475,,
